143	Robert Wise	George Hurdalek#Howard Lindsay	Julie Andrews#Christopher Plummer#Eleanor Parker	USA	A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.
144	John McTiernan	Roderick Thorp#Jeb Stuart	Bruce Willis#Alan Rickman#Bonnie Bedelia	USA	An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
145	Brett Leonard	Stephen King#Brett Leonard	Jeff Fahey#Pierce Brosnan#Jenny Wright	English	A simple man is turned into a genius through the application of computer science.
146	Nick Cassavetes	Helen Caldwell#Nick Cassavetes	Gena Rowlands#Marisa Tomei#Gérard Depardieu	English	Character study about Mildred, an elderly woman who has spent her life caring for others. When her daughter finally leaves home, she finds that, for the first time in her life, she has ...
147	Renny Harlin	Shane Black	Geena Davis#Samuel L. Jackson#Yvonne Zima	English	A woman suffering from amnesia begins to recover her memories after trouble from her past finds her again.
148	Stephen Hopkins	William Goldman	Michael Douglas#Val Kilmer#Tom Wilkinson	English#Hindi	A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.
149	Michael Winterbottom	Hossein Amini#Thomas Hardy	Christopher Eccleston#Kate Winslet#Liam Cunningham	English#Latin	A stonemason steadfastly pursues a cousin he loves. However their love is troubled as he is married to a woman who tricked him into marriage and she is married to a man she does not love.
150	Doug Liman	Jon Favreau	Vince Vaughn#Heather Graham#Jon Favreau	USA	Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.
151	Mel Stuart	Roald Dahl#Roald Dahl	Gene Wilder#Jack Albertson#Peter Ostrum	USA#East Germany#West Germany	A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
152	Woody Allen	Woody Allen#Marshall Brickman	Woody Allen#Diane Keaton#John Beck	English#Yiddish	A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.
153	Charles Crichton#John Cleese	John Cleese#Charles Crichton	John Cleese#Jamie Lee Curtis#Kevin Kline	English#Italian#Russian#French	In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.
154	Terry Jones	Graham Chapman#John Cleese	Graham Chapman#John Cleese#Michael Palin	English#Latin	Born on the original Christmas in the stable next door to Jesus, Brian of Nazareth spends his life being mistaken for a messiah.
155	Emile Ardolino	Eleanor Bergstein	Patrick Swayze#Jennifer Grey#Jerry Orbach	USA	Spending the summer at a Catskills resort with her family, Frances "Baby" Houseman falls in love with the camp's dance instructor, Johnny Castle.
156	Quentin Tarantino	Quentin Tarantino#Quentin Tarantino	Harvey Keitel#Tim Roth#Michael Madsen	USA	When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.
157	Oliver Stone	Oliver Stone	Charlie Sheen#Tom Berenger#Willem Dafoe	USA#UK	A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
158	Ted Kotcheff	Robert Klane	Andrew McCarthy#Jonathan Silverman#Catherine Mary Stewart	English	Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.
159	Paul Verhoeven	Joe Eszterhas	Michael Douglas#Sharon Stone#George Dzundza	English	A violent police detective investigates a brutal murder, in which a manipulative and seductive novelist could be involved.
160	James Foley	David Mamet#David Mamet	Al Pacino#Jack Lemmon#Alec Baldwin	USA	An examination of the machinations behind the scenes at a real estate office.
161	Tony Scott	Jim Cash#Jack Epps Jr.	Tom Cruise#Tim Robbins#Kelly McGillis	USA	As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.
162	Mark Rydell	Ernest Thompson#Ernest Thompson	Katharine Hepburn#Henry Fonda#Jane Fonda	English	Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.
163	Blake Edwards	Frank Waldman#Blake Edwards	Peter Sellers#Christopher Plummer#Catherine Schell	English	Inspector Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.
164	James Cameron	James Cameron	Ed Harris#Mary Elizabeth Mastrantonio#Michael Biehn	English	A civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.
165	Claude Berri	Claude Berri#Gérard Brach	Yves Montand#Gérard Depardieu#Daniel Auteuil	French	A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
166	Claude Berri	Claude Berri#Gérard Brach	Yves Montand#Emmanuelle Béart#Daniel Auteuil	French	A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.
167	Howard Zieff	Nancy Meyers#Charles Shyer	Goldie Hawn#Eileen Brennan#Armand Assante	English	A sheltered young high society woman joins the United States Army on a whim and finds herself in a more difficult situation than she ever expected.
168	Terry Gilliam#Terry Jones	Graham Chapman#John Cleese	Graham Chapman#John Cleese#Eric Idle	English#French#Latin	King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.
169	Nick Park	Nick Park#Bob Baker	Peter Sallis#Peter Hawkins	UK	Wallace takes in a new lodger, a devious penguin. Sporting some techno-trousers, the penguin plans a grand theft, a plan that involves putting Wallace in danger.
170	Giuseppe Tornatore	Giuseppe Tornatore#Giuseppe Tornatore	Philippe Noiret#Enzo Cannavale#Antonella Attili	Italy#France	A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
171	Marc Caro#Jean-Pierre Jeunet	Jean-Pierre Jeunet#Marc Caro	Marie-Laure Dougnac#Dominique Pinon#Pascal Benezech	French	Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
172	None	None	None	IMDbPro	None
173	None	None	None	English	None
174	Steven Spielberg	Lawrence Kasdan#George Lucas	Harrison Ford#Karen Allen#Paul Freeman	USA	In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before
175	Terry Gilliam	Terry Gilliam#Tom Stoppard	Jonathan Pryce#Kim Greist#Robert De Niro	English	A bureaucrat, in a retro-future world, tries to correct an administrative error and becomes an enemy of the state.
176	James Cameron	James Cameron#David Giler	Sigourney Weaver#Michael Biehn#Carrie Henn	USA#UK	Ellen Ripley is rescued by a deep salvage team after being in hypersleep for 57 years. The moon that the Nostromo visited has been colonized, but contact is lost. This time, colonial marines have impressive firepower, but will that be enough?
177	Ross Miller	Jay Edgar#Ross Miller	Jay Edgar#Tess Middlebrook#Ross Miller	USA	
178	Sidney Lumet	Reginald Rose#Reginald Rose	Henry Fonda#Lee J. Cobb#Martin Balsam	USA	A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.
179	Stanley Kubrick	Stanley Kubrick#Anthony Burgess	Malcolm McDowell#Patrick Magee#Michael Bates	English	In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.
180	Francis Ford Coppola	John Milius#Francis Ford Coppola	Martin Sheen#Marlon Brando#Robert Duvall	USA	A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
181	Peter Ross-Murray	None	None	English	With the rise of the empire, the rebels are driven deep into hiding. The rebels risk all with one last strike. Is it redemption for the freedom of the galaxy or manipulation by the emperor himself which may lead to their destruction.
182	Martin Scorsese	Nicholas Pileggi#Nicholas Pileggi	Robert De Niro#Ray Liotta#Joe Pesci	USA	The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.
183	Ridley Scott	Dan O'Bannon#Ronald Shusett	Sigourney Weaver#Tom Skerritt#John Hurt	UK#USA	After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.
184	Sam Raimi	Sam Raimi#Ivan Raimi	Bruce Campbell#Embeth Davidtz#Marcus Gilbert	USA	A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.
185	Alfred Hitchcock	Joseph Stefano#Robert Bloch	Anthony Perkins#Janet Leigh#Vera Miles	English	A Phoenix secretary embezzles forty thousand dollars from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.
186	None	None	None	IMDbPro	None
187	Francis Ford Coppola	Francis Ford Coppola#Mario Puzo	Al Pacino#Robert De Niro#Robert Duvall	USA	The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.
188	Stanley Kubrick	Stanley Kubrick#Michael Herr	Matthew Modine#R. Lee Ermey#Vincent D'Onofrio	English#Vietnamese	A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
189	Nick Park	Nick Park	Peter Sallis#Peter Hawkins	UK	Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of cheese.
190	Kenneth Branagh	William Shakespeare#Kenneth Branagh	Kenneth Branagh#Derek Jacobi#Simon Shepherd	English#French	In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.
191	Milos Forman	Peter Shaffer#Peter Shaffer	F. Murray Abraham#Tom Hulce#Elizabeth Berridge	USA#France#Czechoslovakia	The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.
192	Martin Scorsese	Jake LaMotta#Joseph Carter	Robert De Niro#Cathy Moriarty#Joe Pesci	English	The life of boxer
193	None	None	None	IMDbPro	None
194	George Roy Hill	David S. Ward	Paul Newman#Robert Redford#Robert Shaw	English	Two grifters team up to pull off the ultimate con.
195	None	None	None	USA	None
196	Peter Weir	Tom Schulman	Robin Williams#Robert Sean Leonard#Ethan Hawke	English#Latin	English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.
197	Mike Nichols	Calder Willingham#Buck Henry	Dustin Hoffman#Anne Bancroft#Katharine Ross	USA	A disillusioned college graduate finds himself torn between his older lover and her daughter.
198	Luc Besson	Luc Besson	Anne Parillaud#Marc Duret#Patrick Fontana	France#Italy	Convicted felon Nikita, instead of going to jail, is given a new identity and trained, stylishly, as a top secret spy/assassin.
199	David Lean	Pierre Boulle#Carl Foreman	William Holden#Alec Guinness#Jack Hawkins	English#Japanese#Thai	After settling his differences with a Japanese P.O.W. camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors, while oblivious to a plan by the Allies to destroy it.
200	Stanley Kubrick	Stephen King#Stanley Kubrick	Jack Nicholson#Shelley Duvall#Danny Lloyd	UK#USA	A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.
201	Sam Raimi	Sam Raimi#Scott Spiegel	Bruce Campbell#Sarah Berry#Dan Hicks	USA	The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
202	Harold Ramis	Danny Rubin#Harold Ramis	Bill Murray#Andie MacDowell#Chris Elliott	English#French#Italian	A weatherman finds himself inexplicably living the same day over and over again.
